time,source,destination,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,status
2,C1298$@DOM1,SYSTEM@C1298,C1298,C1298,Negotiate,Service,LogOn,Success
2,C131$@DOM1,SYSTEM@C131,C131,C131,Negotiate,Service,LogOn,Success
2,C1311$@DOM1,SYSTEM@C1311,C1311,C1311,Negotiate,Service,LogOn,Success
2,C1313$@DOM1,SYSTEM@C1313,C1313,C1313,Negotiate,Service,LogOn,Success
2,C1318$@DOM1,SYSTEM@C1318,C1318,C1318,Negotiate,Service,LogOn,Success
2,C1323$@DOM1,SYSTEM@C1323,C1323,C1323,Negotiate,Service,LogOn,Success
2,C1325$@DOM1,SYSTEM@C1325,C1325,C1325,Negotiate,Service,LogOn,Success
2,C1330$@DOM1,SYSTEM@C1330,C1330,C1330,Negotiate,Service,LogOn,Success
2,C1332$@DOM1,SYSTEM@C1332,C1332,C1332,Negotiate,Service,LogOn,Success
2,C1338$@DOM1,SYSTEM@C1338,C1338,C1338,Negotiate,Service,LogOn,Success
2,C1339$@DOM1,SYSTEM@C1339,C1339,C1339,Negotiate,Service,LogOn,Success
2,C1342$@DOM1,SYSTEM@C1342,C1342,C1342,Negotiate,Service,LogOn,Success
2,C1343$@DOM1,SYSTEM@C1343,C1343,C1343,Negotiate,Service,LogOn,Success
2,C1350$@DOM1,SYSTEM@C1350,C1350,C1350,Negotiate,Service,LogOn,Success
2,C1354$@DOM1,SYSTEM@C1354,C1354,C1354,Negotiate,Service,LogOn,Success
2,C1356$@DOM1,SYSTEM@C1356,C1356,C1356,Negotiate,Service,LogOn,Success
2,C1373$@DOM1,C1373$@DOM1,C1065,C1065,?,Network,LogOff,Success
2,C1375$@DOM1,SYSTEM@C1375,C1375,C1375,Negotiate,Service,LogOn,Success
2,C1381$@DOM1,SYSTEM@C1381,C1381,C1381,Negotiate,Service,LogOn,Success
2,C1395$@DOM1,SYSTEM@C1395,C1395,C1395,Negotiate,Service,LogOn,Success
2,C1396$@DOM1,SYSTEM@C1396,C1396,C1396,Negotiate,Service,LogOn,Success
2,C1403$@DOM1,SYSTEM@C1403,C1403,C1403,Negotiate,Service,LogOn,Success
2,C1405$@DOM1,SYSTEM@C1405,C1405,C1405,Negotiate,Service,LogOn,Success
2,C142$@DOM1,SYSTEM@C142,C142,C142,Negotiate,Service,LogOn,Success
2,C1422$@DOM1,SYSTEM@C1422,C1422,C1422,Negotiate,Service,LogOn,Success
2,C1425$@DOM1,SYSTEM@C1425,C1425,C1425,Negotiate,Service,LogOn,Success
2,C1429$@DOM1,SYSTEM@C1429,C1429,C1429,Negotiate,Service,LogOn,Success
2,C143$@DOM1,SYSTEM@C143,C143,C143,Negotiate,Service,LogOn,Success
2,C1430$@DOM1,SYSTEM@C1430,C1430,C1430,Negotiate,Service,LogOn,Success
2,C1436$@DOM1,SYSTEM@C1436,C1436,C1436,Negotiate,Service,LogOn,Success
2,C1440$@DOM1,SYSTEM@C1440,C1440,C1440,Negotiate,Service,LogOn,Success
2,C1443$@DOM1,SYSTEM@C1443,C1443,C1443,Negotiate,Service,LogOn,Success
2,C1449$@DOM1,SYSTEM@C1449,C1449,C1449,Negotiate,Service,LogOn,Success
2,C145$@DOM1,SYSTEM@C145,C145,C145,Negotiate,Service,LogOn,Success
2,C1450$@DOM1,SYSTEM@C1450,C1450,C1450,Negotiate,Service,LogOn,Success
2,C1458$@DOM1,SYSTEM@C1458,C1458,C1458,Negotiate,Service,LogOn,Success
2,C147$@DOM1,SYSTEM@C147,C147,C147,Negotiate,Service,LogOn,Success
2,C1474$@DOM1,SYSTEM@C1474,C1474,C1474,Negotiate,Service,LogOn,Success
2,C1476$@DOM1,SYSTEM@C1476,C1476,C1476,Negotiate,Service,LogOn,Success
2,C1481$@DOM1,SYSTEM@C1481,C1481,C1481,Negotiate,Service,LogOn,Success
2,C1483$@DOM1,SYSTEM@C1483,C1483,C1483,Negotiate,Service,LogOn,Success
2,C1484$@DOM1,U198@DOM1,C1484,C1484,Negotiate,Batch,LogOn,Success
2,C1485$@DOM1,SYSTEM@C1485,C1485,C1485,Negotiate,Service,LogOn,Success
2,C149$@DOM1,SYSTEM@C149,C149,C149,Negotiate,Service,LogOn,Success
2,C1492$@DOM1,C1492$@DOM1,C1492,C457,NTLM,Network,LogOn,Success
2,C1492$@DOM1,C1492$@DOM1,C529,C529,?,Network,LogOff,Success
2,C1495$@DOM1,SYSTEM@C1495,C1495,C1495,Negotiate,Service,LogOn,Success
2,C1498$@DOM1,SYSTEM@C1498,C1498,C1498,Negotiate,Service,LogOn,Success
2,C1504$@DOM1,U45@C1504,C1504,C1504,Negotiate,Batch,LogOn,Success
2,C1505$@DOM1,SYSTEM@C1505,C1505,C1505,Negotiate,Service,LogOn,Success
2,C1506$@DOM1,SYSTEM@C1506,C1506,C1506,Negotiate,Service,LogOn,Success
2,C152$@DOM1,SYSTEM@C152,C152,C152,Negotiate,Service,LogOn,Success
2,C1525$@DOM1,SYSTEM@C1525,C1525,C1525,Negotiate,Service,LogOn,Success
2,C1545$@DOM1,SYSTEM@C1545,C1545,C1545,Negotiate,Service,LogOn,Success
2,C1546$@DOM1,SYSTEM@C1546,C1546,C1546,Negotiate,Service,LogOn,Success
2,C1561$@DOM1,SYSTEM@C1561,C1561,C1561,Negotiate,Service,LogOn,Success
2,C1580$@DOM1,SYSTEM@C1580,C1580,C1580,Negotiate,Service,LogOn,Success
2,C1585$@DOM1,SYSTEM@C1585,C1585,C1585,Negotiate,Service,LogOn,Success
2,C1588$@DOM1,SYSTEM@C1588,C1588,C1588,Negotiate,Service,LogOn,Success
2,C1593$@DOM1,SYSTEM@C1593,C1593,C1593,Negotiate,Service,LogOn,Success
2,C16$@DOM1,SYSTEM@C16,C16,C16,Negotiate,Service,LogOn,Success
2,C1634$@DOM1,U59@DOM1,C1634,C1634,Negotiate,NetworkCleartext,LogOn,Success
2,C164$@DOM1,SYSTEM@C164,C164,C164,Negotiate,Service,LogOn,Success
2,C165$@DOM1,SYSTEM@C165,C165,C165,Negotiate,Service,LogOn,Success
2,C170$@DOM1,SYSTEM@C170,C170,C170,Negotiate,Service,LogOn,Success
2,C1713$@DOM1,C1713$@DOM1,C1713,C1604,?,?,TGS,Success
2,C1714$@DOM1,SYSTEM@C1714,C1714,C1714,Negotiate,Service,LogOn,Success
2,C1716$@DOM1,SYSTEM@C1716,C1716,C1716,Negotiate,Service,LogOn,Success
2,C1719$@DOM1,U76@DOM1,C1719,C1719,Kerberos,Network,LogOn,Success
2,C1734$@DOM1,SYSTEM@C1734,C1734,C1734,Negotiate,Service,LogOn,Success
2,C1751$@DOM1,SYSTEM@C1751,C1751,C1751,Negotiate,Service,LogOn,Success
2,C1754$@DOM1,SYSTEM@C1754,C1754,C1754,Negotiate,Service,LogOn,Success
2,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success
2,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success
2,C1767$@DOM1,C1767$@DOM1,C1767,C1767,?,?,TGS,Success
2,C1772$@DOM1,U88@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success
2,C1794$@DOM1,C1794$@DOM1,C1795,C101,Kerberos,Network,LogOn,Success
2,C182$@DOM1,SYSTEM@C182,C182,C182,Negotiate,Service,LogOn,Success
2,C1824$@DOM1,SYSTEM@C1824,C1824,C1824,Negotiate,Service,LogOn,Success
2,C184$@DOM1,SYSTEM@C184,C184,C184,Negotiate,Service,LogOn,Success
2,C1840$@DOM1,SYSTEM@C1840,C1840,C1840,Negotiate,Service,LogOn,Success
2,C1868$@DOM1,SYSTEM@C1868,C1868,C1868,Negotiate,Service,LogOn,Success
2,C1871$@DOM1,C1871$@DOM1,C1871,C1871,?,?,TGS,Success
2,C1871$@DOM1,C1871$@DOM1,C1871,TGT,?,?,TGS,Success
2,C1873$@DOM1,C1873$@DOM1,C1874,C612,Kerberos,Network,LogOn,Success
2,C1895$@DOM1,C1895$@DOM1,C1895,C1065,Kerberos,Network,LogOn,Success
2,C190$@DOM1,SYSTEM@C190,C190,C190,Negotiate,Service,LogOn,Success
2,C1930$@DOM1,C1930$@DOM1,C1930,C1930,?,?,TGS,Success
2,C1930$@DOM1,C1930$@DOM1,C1930,TGT,?,?,TGS,Success
2,C194$@DOM1,SYSTEM@C194,C194,C194,Negotiate,Service,LogOn,Success
2,C1951$@DOM1,SYSTEM@C1951,C1951,C1951,Negotiate,Service,LogOn,Success
2,C1970$@DOM1,C1970$@DOM1,C586,C586,?,Network,LogOff,Success
2,C1976$@DOM1,SYSTEM@C1976,C1976,C1976,Negotiate,Service,LogOn,Success
2,C1999$@DOM1,C1999$@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success
2,C2024$@DOM1,SYSTEM@C2024,C2024,C2024,Negotiate,Service,LogOn,Success
2,C2048$@DOM1,SYSTEM@C2048,C2048,C2048,Negotiate,Service,LogOn,Success
2,C205$@DOM1,SYSTEM@C205,C205,C205,Negotiate,Service,LogOn,Success
2,C2051$@DOM1,SYSTEM@C2051,C2051,C2051,Negotiate,Service,LogOn,Success
2,C2056$@DOM1,SYSTEM@C2056,C2056,C2056,Negotiate,Service,LogOn,Success
2,C206$@DOM1,SYSTEM@C206,C206,C206,Negotiate,Service,LogOn,Success
2,C2075$@DOM1,C2075$@DOM1,C467,C467,?,Network,LogOff,Success
2,C208$@DOM1,SYSTEM@C208,C208,C208,Negotiate,Service,LogOn,Success
2,C2115$@DOM1,U45@C2115,C2115,C2115,Negotiate,Batch,LogOn,Success
2,C212$@DOM1,SYSTEM@C212,C212,C212,Negotiate,Service,LogOn,Success
2,C213$@DOM1,SYSTEM@C213,C213,C213,Negotiate,Service,LogOn,Success
2,C2164$@DOM1,SYSTEM@C2164,C2164,C2164,Negotiate,Service,LogOn,Success
2,C223$@DOM1,C223$@DOM1,C223,C223,?,?,TGS,Success
2,C224$@DOM1,SYSTEM@C224,C224,C224,Negotiate,Service,LogOn,Success
2,C226$@DOM1,SYSTEM@C226,C226,C226,Negotiate,Service,LogOn,Success
2,C2269$@DOM1,SYSTEM@C2269,C2269,C2269,Negotiate,Service,LogOn,Success
2,C2292$@DOM1,SYSTEM@C2292,C2292,C2292,Negotiate,Service,LogOn,Success
2,C2293$@DOM1,SYSTEM@C2293,C2293,C2293,Negotiate,Service,LogOn,Success
2,C2300$@DOM1,SYSTEM@C2300,C2300,C2300,Negotiate,Service,LogOn,Success
2,C234$@DOM1,SYSTEM@C234,C234,C234,Negotiate,Service,LogOn,Success
2,C235$@DOM1,SYSTEM@C235,C235,C235,Negotiate,Service,LogOn,Success
2,C236$@DOM1,SYSTEM@C236,C236,C236,Negotiate,Service,LogOn,Success
2,C242$@DOM1,SYSTEM@C242,C242,C242,Negotiate,Service,LogOn,Success
2,C244$@DOM1,SYSTEM@C244,C244,C244,Negotiate,Service,LogOn,Success
2,C2461$@DOM1,SYSTEM@C2461,C2461,C2461,Negotiate,Service,LogOn,Success
2,C2462$@DOM1,SYSTEM@C2462,C2462,C2462,Negotiate,Service,LogOn,Success
2,C249$@DOM1,SYSTEM@C249,C249,C249,Negotiate,Service,LogOn,Success
2,C2506$@DOM1,SYSTEM@C2506,C2506,C2506,Negotiate,Service,LogOn,Success
2,C2532$@DOM1,SYSTEM@C2532,C2532,C2532,Negotiate,Service,LogOn,Success
2,C2536$@DOM1,SYSTEM@C2536,C2536,C2536,Negotiate,Service,LogOn,Success
2,C257$@DOM1,SYSTEM@C257,C257,C257,Negotiate,Service,LogOn,Success
2,C2578$@DOM1,SYSTEM@C2578,C2578,C2578,Negotiate,Service,LogOn,Success
2,C261$@DOM1,SYSTEM@C261,C261,C261,Negotiate,Service,LogOn,Success
2,C265$@DOM1,SYSTEM@C265,C265,C265,Negotiate,Service,LogOn,Success
2,C2656$@DOM1,SYSTEM@C2656,C2656,C2656,Negotiate,Service,LogOn,Success
2,C2657$@DOM1,SYSTEM@C2657,C2657,C2657,Negotiate,Service,LogOn,Success
2,C2659$@DOM1,SYSTEM@C2659,C2659,C2659,Negotiate,Service,LogOn,Success
2,C2661$@DOM1,SYSTEM@C2661,C2661,C2661,Negotiate,Service,LogOn,Success
2,C2667$@DOM1,SYSTEM@C2667,C2667,C2667,Negotiate,Service,LogOn,Success
2,C2670$@DOM1,SYSTEM@C2670,C2670,C2670,Negotiate,Service,LogOn,Success
2,C269$@DOM1,SYSTEM@C269,C269,C269,Negotiate,Service,LogOn,Success
2,C2694$@DOM1,C2694$@DOM1,C2695,C586,Kerberos,Network,LogOn,Success
2,C270$@DOM1,SYSTEM@C270,C270,C270,Negotiate,Service,LogOn,Success
2,C2701$@DOM1,SYSTEM@C2701,C2701,C2701,Negotiate,Service,LogOn,Success
2,C2734$@DOM1,C2734$@DOM1,C2734,C586,Kerberos,Network,LogOn,Success
2,C275$@DOM1,SYSTEM@C275,C275,C275,Negotiate,Service,LogOn,Success
2,C2751$@DOM1,SYSTEM@C2751,C2751,C2751,Negotiate,Service,LogOn,Success
2,C2754$@DOM1,SYSTEM@C2754,C2754,C2754,Negotiate,Service,LogOn,Success
2,C276$@DOM1,SYSTEM@C276,C276,C276,Negotiate,Service,LogOn,Success
2,C2804$@DOM1,SYSTEM@C2804,C2804,C2804,Negotiate,Service,LogOn,Success
2,C2827$@DOM1,SYSTEM@C2827,C2827,C2827,Negotiate,Service,LogOn,Success
2,C2842$@DOM1,SYSTEM@C2842,C2842,C2842,Negotiate,Service,LogOn,Success
2,C2848$@DOM1,SYSTEM@C2848,C2848,C2848,Negotiate,Service,LogOn,Success
2,C2883$@DOM1,SYSTEM@C2883,C2883,C2883,Negotiate,Service,LogOn,Success
2,C29$@DOM1,SYSTEM@C29,C29,C29,Negotiate,Service,LogOn,Success
2,C2938$@DOM1,SYSTEM@C2938,C2938,C2938,Negotiate,Service,LogOn,Success
2,C295$@DOM1,SYSTEM@C295,C295,C295,Negotiate,Service,LogOn,Success
2,C2955$@DOM1,SYSTEM@C2955,C2955,C2955,Negotiate,Service,LogOn,Success
2,C297$@DOM1,SYSTEM@C297,C297,C297,Negotiate,Service,LogOn,Success
2,C30$@DOM1,SYSTEM@C30,C30,C30,Negotiate,Service,LogOn,Success
2,C303$@DOM1,SYSTEM@C303,C303,C303,Negotiate,Service,LogOn,Success
2,C3036$@DOM1,SYSTEM@C3036,C3036,C3036,Negotiate,Service,LogOn,Success
2,C3038$@DOM1,SYSTEM@C3038,C3038,C3038,Negotiate,Service,LogOn,Success
2,C3039$@DOM1,SYSTEM@C3039,C3039,C3039,Negotiate,Service,LogOn,Success
2,C3059$@DOM1,SYSTEM@C3059,C3059,C3059,Negotiate,Service,LogOn,Success
2,C3062$@DOM1,SYSTEM@C3062,C3062,C3062,Negotiate,Service,LogOn,Success
2,C3067$@DOM1,SYSTEM@C3067,C3067,C3067,Negotiate,Service,LogOn,Success
2,C3081$@DOM1,SYSTEM@C3081,C3081,C3081,Negotiate,Service,LogOn,Success
2,C3097$@DOM1,SYSTEM@C3097,C3097,C3097,Negotiate,Service,LogOn,Success
2,C312$@DOM1,SYSTEM@C312,C312,C312,Negotiate,Service,LogOn,Success
2,C3126$@DOM1,SYSTEM@C3126,C3126,C3126,Negotiate,Service,LogOn,Success
2,C3143$@DOM1,SYSTEM@C3143,C3143,C3143,Negotiate,Service,LogOn,Success
2,C3148$@DOM1,SYSTEM@C3148,C3148,C3148,Negotiate,Service,LogOn,Success
2,C32$@DOM1,SYSTEM@C32,C32,C32,Negotiate,Service,LogOn,Success
2,C3224$@DOM1,SYSTEM@C3224,C3224,C3224,Negotiate,Service,LogOn,Success
2,C323$@DOM1,SYSTEM@C323,C323,C323,Negotiate,Service,LogOn,Success
2,C3237$@DOM1,SYSTEM@C3237,C3237,C3237,Negotiate,Service,LogOn,Success
2,C326$@DOM1,SYSTEM@C326,C326,C326,Negotiate,Service,LogOn,Success
2,C3279$@DOM1,SYSTEM@C3279,C3279,C3279,Negotiate,Service,LogOn,Success
2,C328$@DOM1,SYSTEM@C328,C328,C328,Negotiate,Service,LogOn,Success
2,C329$@DOM1,SYSTEM@C329,C329,C329,Negotiate,Service,LogOn,Success
2,C331$@DOM1,SYSTEM@C331,C331,C331,Negotiate,Service,LogOn,Success
2,C3311$@DOM1,SYSTEM@C3311,C3311,C3311,Negotiate,Service,LogOn,Success
2,C3312$@DOM1,SYSTEM@C3312,C3312,C3312,Negotiate,Service,LogOn,Success
2,C3333$@DOM1,SYSTEM@C3333,C3333,C3333,Negotiate,Service,LogOn,Success
2,C335$@DOM1,SYSTEM@C335,C335,C335,Negotiate,Service,LogOn,Success
2,C3387$@DOM1,SYSTEM@C3387,C3387,C3387,Negotiate,Service,LogOn,Success
2,C3401$@DOM1,SYSTEM@C3401,C3401,C3401,Negotiate,Service,LogOn,Success
2,C341$@DOM1,SYSTEM@C341,C341,C341,Negotiate,Service,LogOn,Success
2,C3427$@DOM1,SYSTEM@C3427,C3427,C3427,Negotiate,Service,LogOn,Success
2,C343$@DOM1,SYSTEM@C343,C343,C343,Negotiate,Service,LogOn,Success
2,C3436$@DOM1,SYSTEM@C3436,C3436,C3436,Negotiate,Service,LogOn,Success
2,C345$@DOM1,SYSTEM@C345,C345,C345,Negotiate,Service,LogOn,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C1065,?,?,TGS,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C1065,Kerberos,Network,LogOn,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C3450,?,?,TGS,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C586,?,?,TGS,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C586,Kerberos,Network,LogOn,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,C625,?,?,TGS,Success
2,C3450$@DOM1,C3450$@DOM1,C3450,TGT,?,?,TGS,Success
2,C3450$@DOM1,C3450$@DOM1,C586,C586,?,Network,LogOff,Success
2,C3459$@DOM1,SYSTEM@C3459,C3459,C3459,Negotiate,Service,LogOn,Success
2,C3483$@DOM1,SYSTEM@C3483,C3483,C3483,Negotiate,Service,LogOn,Success
2,C3503$@DOM1,SYSTEM@C3503,C3503,C3503,Negotiate,Service,LogOn,Success
2,C3509$@DOM1,SYSTEM@C3509,C3509,C3509,Negotiate,Service,LogOn,Success
2,C351$@DOM1,SYSTEM@C351,C351,C351,Negotiate,Service,LogOn,Success
2,C3522$@DOM1,SYSTEM@C3522,C3522,C3522,Negotiate,Service,LogOn,Success
2,C354$@DOM1,SYSTEM@C354,C354,C354,Negotiate,Service,LogOn,Success
2,C3572$@DOM1,SYSTEM@C3572,C3572,C3572,Negotiate,Service,LogOn,Success
2,C358$@DOM1,SYSTEM@C358,C358,C358,Negotiate,Service,LogOn,Success
2,C363$@DOM1,SYSTEM@C363,C363,C363,Negotiate,Service,LogOn,Success
2,C3634$@DOM1,SYSTEM@C3634,C3634,C3634,Negotiate,Service,LogOn,Success
2,C3659$@DOM1,SYSTEM@C3659,C3659,C3659,Negotiate,Service,LogOn,Success
2,C3668$@DOM1,SYSTEM@C3668,C3668,C3668,Negotiate,Service,LogOn,Success
2,C367$@DOM1,SYSTEM@C367,C367,C367,Negotiate,Service,LogOn,Success
2,C369$@DOM1,SYSTEM@C369,C369,C369,Negotiate,Service,LogOn,Success
2,C3718$@DOM1,SYSTEM@C3718,C3718,C3718,Negotiate,Service,LogOn,Success
2,C373$@DOM1,SYSTEM@C373,C373,C373,Negotiate,Service,LogOn,Success
2,C3745$@DOM1,SYSTEM@C3745,C3745,C3745,Negotiate,Service,LogOn,Success
2,C376$@DOM1,SYSTEM@C376,C376,C376,Negotiate,Service,LogOn,Success
2,C3760$@DOM1,SYSTEM@C3760,C3760,C3760,Negotiate,Service,LogOn,Success
2,C377$@DOM1,SYSTEM@C377,C377,C377,Negotiate,Service,LogOn,Success
2,C380$@DOM1,SYSTEM@C380,C380,C380,Negotiate,Service,LogOn,Success
2,C381$@DOM1,SYSTEM@C381,C381,C381,Negotiate,Service,LogOn,Success
2,C3827$@DOM1,SYSTEM@C3827,C3827,C3827,Negotiate,Service,LogOn,Success
2,C3839$@DOM1,SYSTEM@C3839,C3839,C3839,Negotiate,Service,LogOn,Success
2,C3844$@DOM1,SYSTEM@C3844,C3844,C3844,Negotiate,Service,LogOn,Success
2,C3862$@DOM1,SYSTEM@C3862,C3862,C3862,Negotiate,Service,LogOn,Success
2,C3890$@DOM1,SYSTEM@C3890,C3890,C3890,Negotiate,Service,LogOn,Success
2,C394$@DOM1,SYSTEM@C394,C394,C394,Negotiate,Service,LogOn,Success
2,C4$@DOM1,SYSTEM@C4,C4,C4,Negotiate,Service,LogOn,Success
2,C402$@DOM1,SYSTEM@C402,C402,C402,Negotiate,Service,LogOn,Success
2,C403$@DOM1,SYSTEM@C403,C403,C403,Negotiate,Service,LogOn,Success
2,C410$@DOM1,SYSTEM@C410,C410,C410,Negotiate,Service,LogOn,Success
2,C411$@DOM1,SYSTEM@C411,C411,C411,Negotiate,Service,LogOn,Success
2,C414$@DOM1,SYSTEM@C414,C414,C414,Negotiate,Service,LogOn,Success
2,C423$@DOM1,U46@DOM1,C423,C423,Negotiate,Batch,LogOn,Success
2,C4328$@DOM1,C4328$@DOM1,C3896,C586,Kerberos,Network,LogOn,Success
2,C44$@DOM1,SYSTEM@C44,C44,C44,Negotiate,Service,LogOn,Success
2,C442$@DOM1,SYSTEM@C442,C442,C442,Negotiate,Service,LogOn,Success
2,C443$@DOM1,SYSTEM@C443,C443,C443,Negotiate,Service,LogOn,Success
2,C450$@DOM1,SYSTEM@C450,C450,C450,Negotiate,Service,LogOn,Success
2,C451$@DOM1,SYSTEM@C451,C451,C451,Negotiate,Service,LogOn,Success
2,C453$@DOM1,SYSTEM@C453,C453,C453,Negotiate,Service,LogOn,Success
2,C454$@DOM1,SYSTEM@C454,C454,C454,Negotiate,Service,LogOn,Success
2,C460$@DOM1,SYSTEM@C460,C460,C460,Negotiate,Service,LogOn,Success
2,C463$@DOM1,SYSTEM@C463,C463,C463,Negotiate,Service,LogOn,Success
2,C468$@DOM1,SYSTEM@C468,C468,C468,Negotiate,Service,LogOn,Success
2,C471$@DOM1,SYSTEM@C471,C471,C471,Negotiate,Service,LogOn,Success
2,C475$@DOM1,SYSTEM@C475,C475,C475,Negotiate,Service,LogOn,Success
2,C479$@DOM1,SYSTEM@C479,C479,C479,Negotiate,Service,LogOn,Success
2,C491$@DOM1,SYSTEM@C491,C491,C491,Negotiate,Service,LogOn,Success
2,C496$@DOM1,SYSTEM@C496,C496,C496,Negotiate,Service,LogOn,Success
2,C497$@DOM1,SYSTEM@C497,C497,C497,Negotiate,Service,LogOn,Success
2,C5$@DOM1,SYSTEM@C5,C5,C5,Negotiate,Service,LogOn,Success
2,C502$@DOM1,SYSTEM@C502,C502,C502,Negotiate,Service,LogOn,Success
2,C505$@DOM1,SYSTEM@C505,C505,C505,Negotiate,Service,LogOn,Success
2,C511$@DOM1,SYSTEM@C511,C511,C511,Negotiate,Service,LogOn,Success
2,C515$@DOM1,SYSTEM@C515,C515,C515,Negotiate,Service,LogOn,Success
2,C518$@DOM1,C518$@DOM1,C612,C612,?,Network,LogOff,Success
2,C526$@DOM1,SYSTEM@C526,C526,C526,Negotiate,Service,LogOn,Success
2,C53$@DOM1,SYSTEM@C53,C53,C53,Negotiate,Service,LogOn,Success
2,C542$@DOM1,SYSTEM@C542,C542,C542,Negotiate,Service,LogOn,Success
2,C543$@DOM1,SYSTEM@C543,C543,C543,Negotiate,Service,LogOn,Success
2,C548$@DOM1,SYSTEM@C548,C548,C548,Negotiate,Service,LogOn,Success
2,C559$@DOM1,SYSTEM@C559,C559,C559,Negotiate,Service,LogOn,Success
2,C561$@DOM1,C561$@DOM1,C561,C561,?,?,TGS,Success
2,C561$@DOM1,C561$@DOM1,C561,TGT,?,?,TGS,Success
2,C561$@DOM1,SYSTEM@C561,C561,C561,Negotiate,NewCredentials,LogOn,Success
2,C567$@DOM1,C567$@DOM1,C523,C523,?,Network,LogOff,Success
2,C567$@DOM1,C567$@DOM1,C574,C1085,Kerberos,Network,LogOn,Success
2,C567$@DOM1,C567$@DOM1,C574,C523,Kerberos,Network,LogOn,Success
2,C57$@DOM1,SYSTEM@C57,C57,C57,Negotiate,Service,LogOn,Success
2,C5764$@DOM1,SYSTEM@C5764,C5764,C5764,Negotiate,Service,LogOn,Success
2,C5783$@DOM1,SYSTEM@C5783,C5783,C5783,Negotiate,Service,LogOn,Success
2,C5799$@DOM1,SYSTEM@C5799,C5799,C5799,Negotiate,Service,LogOn,Success
2,C5843$@DOM1,SYSTEM@C5843,C5843,C5843,Negotiate,Service,LogOn,Success
2,C5847$@DOM1,SYSTEM@C5847,C5847,C5847,Negotiate,Service,LogOn,Success
2,C5850$@DOM1,SYSTEM@C5850,C5850,C5850,Negotiate,Service,LogOn,Success
2,C588$@DOM1,SYSTEM@C588,C588,C588,Negotiate,Service,LogOn,Success
2,C591$@DOM1,SYSTEM@C591,C591,C591,Negotiate,Service,LogOn,Success
2,C592$@DOM1,SYSTEM@C592,C592,C592,Negotiate,Service,LogOn,Success
2,C593$@DOM1,SYSTEM@C593,C593,C593,Negotiate,Service,LogOn,Success
2,C602$@DOM1,SYSTEM@C602,C602,C602,Negotiate,Service,LogOn,Success
2,C607$@DOM1,SYSTEM@C607,C607,C607,Negotiate,Service,LogOn,Success
2,C608$@DOM1,C608$@DOM1,C1798,C608,Kerberos,Network,LogOn,Success
2,C608$@DOM1,C608$@DOM1,C529,C529,?,Network,LogOff,Success
2,C608$@DOM1,C608$@DOM1,C586,C586,?,Network,LogOff,Success
2,C608$@DOM1,C608$@DOM1,C608,C467,?,?,TGS,Success
2,C608$@DOM1,C608$@DOM1,C608,C467,Kerberos,Network,LogOn,Success
2,C608$@DOM1,C608$@DOM1,C608,C529,?,?,TGS,Success
2,C608$@DOM1,C608$@DOM1,C608,C529,Kerberos,Network,LogOn,Success
2,C608$@DOM1,C608$@DOM1,C608,C586,?,?,TGS,Success
2,C608$@DOM1,C608$@DOM1,C608,C586,Kerberos,Network,LogOn,Success
2,C608$@DOM1,C608$@DOM1,C608,C608,?,?,TGS,Success
2,C608$@DOM1,C608$@DOM1,C608,C612,?,?,TGS,Success
2,C608$@DOM1,C608$@DOM1,C608,C612,Kerberos,Network,LogOn,Success
2,C619$@DOM1,SYSTEM@C619,C619,C619,Negotiate,Service,LogOn,Success
2,C624$@DOM1,SYSTEM@C624,C624,C624,Negotiate,Service,LogOn,Success
2,C626$@DOM1,U8@DOM1,C626,C626,Negotiate,Batch,LogOn,Success
2,C629$@DOM1,SYSTEM@C629,C629,C629,Negotiate,Service,LogOn,Success
2,C637$@DOM1,SYSTEM@C637,C637,C637,Negotiate,Service,LogOn,Success
2,C64$@DOM1,SYSTEM@C64,C64,C64,Negotiate,Service,LogOn,Success
2,C641$@DOM1,SYSTEM@C641,C641,C641,Negotiate,Service,LogOn,Success
2,C643$@DOM1,SYSTEM@C643,C643,C643,Negotiate,Service,LogOn,Success
2,C644$@DOM1,SYSTEM@C644,C644,C644,Negotiate,Service,LogOn,Success
2,C649$@DOM1,SYSTEM@C649,C649,C649,Negotiate,Service,LogOn,Success
2,C65$@DOM1,SYSTEM@C65,C65,C65,Negotiate,Service,LogOn,Success
2,C650$@DOM1,SYSTEM@C650,C650,C650,Negotiate,Service,LogOn,Success
2,C652$@DOM1,SYSTEM@C652,C652,C652,Negotiate,Service,LogOn,Success
2,C655$@DOM1,SYSTEM@C655,C655,C655,Negotiate,Service,LogOn,Success
2,C66$@DOM1,SYSTEM@C66,C66,C66,Negotiate,Service,LogOn,Success
2,C665$@DOM1,SYSTEM@C665,C665,C665,Negotiate,Service,LogOn,Success
